Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201807917,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02553,12-Apr-19,,-,"JP2017-196426 06 Oct 2017 JP
",H01M 2/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201807993,IDP000072645,,(PA) Diberi Paten,2019/02746,18-Apr-19,8-Oct-18,8-Oct-18,"JP2017-197228 10 Oct 2017 JP
","B23K 33/00,F16H 48/38",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808057,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02747,18-Apr-19,,-,"JP 2017-198777 12 Oct 2017 JP
",B60W 10/00,"TOYOTA JIDOSHA KABUSHIKI KAISHA
TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201808084,,-,(PA) Persetujuan Direktur untuk Ditarik Kembali,2019/02755,18-Apr-19,,-,"JP2017-197562 11 Oct 2017 JP
",C21D 1/18,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201808254,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02975,3-May-19,,-,"2017-201940 18 Oct 2017 JP
",H02K 15/02,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808259,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02976,3-May-19,,-,"2017-200860 17 Oct 2017 JP
","H01M 10/00,H01M 4/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201808275,IDP000072418,,(PA) Diberi Paten,2018/12562,30-Nov-18,17-Oct-18,17-Oct-18,"2017-203170 20 Oct 2017 JP
",H01M 8/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808334,IDP000072901,,(PA) Pembuatan Sertifikat,2019/02984,3-May-19,18-Oct-18,18-Oct-18,"2017-203743 20 Oct 2017 JP
",B60L 9/18,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201808359,,-,(PA) Pemeriksa Substantif,2019/02978,3-May-19,,-,"2017-204472 23 Oct 2017 JP
",B62D 25/08,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808351,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02987,3-May-19,,-,"JP2017-20372 20 Oct 2017 JP
","B60K 6/365,B60K 6/387,B60K 6/442,F16H 3/72",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808398,,-,(PA) Pemeriksa Substantif,2019/02980,3-May-19,,-,"2017-204741 23 Oct 2017 JP
",B60R 25/00,"TOYOTA JIDOSHA KABUSHIKI KAISHA
Nomura Research Institute, Ltd.
Kabushiki Kaisha Tokai Rika Denki Seisakusho"
P00201808399,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02982,3-May-19,,-,"JP 2017-205675 24 Oct 2017 JP
","B60R 25/10,B60R 25/24,E05B 49/00","TOYOTA JIDOSHA KABUSHIKI KAISHA
TOYOTA JIDOSHA KABUSHIKI KAISHA"
PID201808517,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/03680,24-May-19,,-,"2017-222158 17 Nov 2017 JP
",G08G 1/16,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201808518,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02986,3-May-19,,-,"2017-207309 26 Oct 2017 JP
",G06K 9/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808504,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02985,3-May-19,,-,"2017-205678 24 Oct 2017 JP
","G06F 17/30,G06Q 10/08,G06Q 30/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808531,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02988,3-May-19,,-,"JP2017-206430 25 Oct 2017 JP
","B60W 10/06,B60W 10/08,B60W 20/00,B60W 30/16,B60W 30/17,F02D 29/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808533,,-,(PA) Pemeriksa Substantif,2019/02989,3-May-19,,-,"JP2017-206428 25 Oct 2017 JP
","B60W 10/06,F02D 41/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808669,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03149,10-May-19,,-,"JP 2017-212083 01 Nov 2017 JP
",G06Q 30/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808670,,-,(PA) Pemeriksa Substantif,2019/04903,12-Jul-19,,-,"2017-251635 27 Dec 2017 JP
",F02B 23/06,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808695,,-,(PA) Pemeriksa Substantif,2019/03102,10-May-19,,-,"2017-209355 30 Oct 2017 JP
","B60P 3/00,B60R 5/04",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201808751,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03455,17-May-19,,-,"2017-213789 06 Nov 2017 JP
",-,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201808846,,-,(PA) Pemeriksa Substantif,2019/03461,17-May-19,,-,"2017-213947 06 Nov 2017 JP
","G06Q 30/06,G07F 15/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808981,,-,(PA) Pemeriksa Substantif,2019/03683,24-May-19,,-,"2017-216004 09 Nov 2017 JP
",H01M 8/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201808982,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/03684,24-May-19,,-,"2017-216002 09 Nov 2017 JP
","H01M 16/00,H01M 8/04089,H01M 8/04111,H01M 8/043,H01M 8/04537,H01M 8/04746",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809023,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03449,17-May-19,,-,"JP2017-216611 09 Nov 2017 JP
",-,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809039,IDP000073340,,(PA) Pembuatan Sertifikat,2019/03451,17-May-19,9-Nov-18,9-Nov-18,"2017-218258 13 Nov 2017 JP
","F16D 65/18,F16D 55/226",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809086,IDP000070374,,(PA) Diberi Paten,2019/03687,24-May-19,12-Nov-18,12-Nov-18,"2017-219977 15 Nov 2017 JP
","B62D 15/02,B60W 30/06",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809099,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03452,17-May-19,,-,"JP2017-218408 13 Nov 2017 JP
",G07C 5/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809101,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03453,17-May-19,,-,"JP2017-218503 13 Nov 2017 JP
","G07C 9/00,H04L 9/08,H04W 12/04",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809102,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03454,17-May-19,,-,"JP 2017-218371 13 Nov 2017 JP
",-,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809122,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03695,24-May-19,,-,"JP2017-219387 14 Nov 2017 JP
","G06K 9/00,G06K 9/62,H04L 29/08",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809146,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03696,24-May-19,,-,"2017-218612 13 Nov 2017 JP
",B60K 6/20,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809171,,-,(PA) Persetujuan Direktur untuk Diberi,2019/03701,24-May-19,,-,"2017-221879 17 Nov 2017 JP
","B60W 40/105,B60W 50/08,B60W 30/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809339,IDP000073063,,(PA) Pembuatan Sertifikat,2019/03716,24-May-19,15-Nov-18,15-Nov-18,"JP 2017-220938 16 Nov 2017 JP
",H01M 4/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809340,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04056,14-Jun-19,,-,"JP 2017-222332 17 Nov 2017 JP
",-,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809425,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/03757,31-May-19,,-,"2017-223811 21 Nov 2017 JP
",G06Q 30/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809417,,-,(PA) Persetujuan Direktur untuk Diberi,2019/03756,31-May-19,,-,"2017-222713 20 Nov 2017 JP
","B60K 6/20,B60K 6/44,B60K 6/52,B60K 6/54,B60W 10/08,B60W 10/10,B60W 20/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809497,,-,(PA) Pemeriksa Substantif,2019/04081,14-Jun-19,,-,"JP 2017-224663 22 Nov 2017 JP
",H02P 3/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809587,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04083,14-Jun-19,,-,"2017-226544 27 Nov 2017 JP
",H01M 8/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809638,IDP000071457,,(PA) Diberi Paten,2019/04090,14-Jun-19,26-Nov-18,26-Nov-18,"2017-228036 28 Nov 2017 JP
",H01M 4/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809631,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04087,14-Jun-19,,-,"JP2017-227124 27 Nov 2017 JP
",H02K 21/02,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809678,,-,(PA) Pelayanan Teknis,2019/04091,14-Jun-19,,-,"2017-229128 29 Nov 2017 JP
","H01G 13/00,H01M 10/48",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809813,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04153,14-Jun-19,,-,"2017-236384 08 Dec 2017 JP
",H01M 10/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809917,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04164,14-Jun-19,,-,"2017-233733 05 Dec 2017 JP
","B60R 11/02,B60R 1/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809916,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/04163,14-Jun-19,,-,"2017-234428 06 Dec 2017 JP
",B60R 11/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809945,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04165,14-Jun-19,,-,"JP20I7-232913 04 Dec 2017 JP
",-,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201809946,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04166,14-Jun-19,,-,"JP2017-232914 04 Dec 2017 JP
","B60R 16/00,H04W 4/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809998,,-,(PA) Persetujuan Direktur untuk Diberi,2019/04139,14-Jun-19,,-,"2017-234498 06 Dec 2017 JP
",B60K 37/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201809997,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/06054,16-Aug-19,,-,"2017-236494 08 Dec 2017 JP
","F16B 17/00,B62D 27/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810027,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04140,14-Jun-19,,-,"JP 2018-145891 02 Aug 2018 JP
",H01R 9/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810065,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04144,14-Jun-19,,-,"2017-235824 08 Dec 2017 JP
",F16D 65/095,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810063,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04142,14-Jun-19,,-,"2017-236138 08 Dec 2017 JP
",B60Q 9/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810110,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04147,14-Jun-19,,-,"2017-236446 08 Dec 2017 JP
","H01M 8/00,B26D 1/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810188,IDP000072761,,(PA) Diberi Paten,2019/04887,12-Jul-19,7-Dec-18,7-Dec-18,"2017-237883 12 Dec 2017 JP
","H01M 10/052,H01M 10/48,H01M 4/38",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810189,,-,(PA) Pemeriksa Substantif,2019/04889,12-Jul-19,,-,"JP2017-237975 12 Dec 2017 JP
",G06K 7/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810195,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04155,14-Jun-19,,-,"JP2017-235832 08 Dec 2017 JP
",B65G 61/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810288,IDP000072903,,(PA) Pembuatan Sertifikat,2019/04896,12-Jul-19,11-Dec-18,11-Dec-18,"JP 2017-238056 12 Dec 2017 JP
","B60H 1/34,B60S 1/54",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810319,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/06061,16-Aug-19,,-,"2017-239400 14 Dec 2017 JP
","H01M 10/0525,H01M 10/0585,H01M 10/44",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810329,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04888,12-Jul-19,,-,"JP2017-238769 13 Dec 2017 JP
",F02M 37/08,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810365,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04894,12-Jul-19,,-,"JP 2017-239667 14 Dec 2017 JP
","F28D 20/00,F28D 20/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810366,,-,(PA) Pemeriksa Substantif,2019/04910,12-Jul-19,,-,"2017-238743 13 Dec 2017 JP
",H01M 10/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810371,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04911,12-Jul-19,,-,"JP 2017-239728 14 Dec 2017 JP
","F01N 11/00,F01N 3/08",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810402,,-,(PA) Pemeriksa Substantif,2019/04918,12-Jul-19,,-,"JP 2017-239677 14 Dec 2017 JP
",B61D 3/20,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810447,,-,(PA) Pemeriksa Substantif,2019/04920,12-Jul-19,,-,"JP2017-241039 15 Dec 2017 JP
","F02B 77/00,F02F 7/00,F16F 15/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810615,IDP000070889,,(PA) Diberi Paten,2019/04923,12-Jul-19,18-Dec-18,18-Dec-18,"2017-243904 20 Dec 2017 JP
","C21D 9/46,B21D 22/02,C21D 1/42,C21D 8/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810712,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04946,12-Jul-19,,-,"JP2017-243903 20 Dec 2017 JP
","G06Q 10/06,G06Q 10/08",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810713,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04947,12-Jul-19,,-,"2017-243536 20 Dec 2017 JP
","B60W 10/10,B60W 20/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810771,,-,(PA) Pemeriksa Substantif,2019/04948,12-Jul-19,,-,"2017-251640 27 Dec 2017 JP
","B05B 1/02,B65D 47/06,B65D 47/34",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810769,,-,(PA) Pemeriksa Substantif,2019/06064,16-Aug-19,,-,"2017-254799 28 Dec 2017 JP
",H04B 7/26,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810789,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04949,12-Jul-19,,-,"2017-248195 25 Dec 2017 JP
","B23P 13/00,F16C 7/00,F16C 9/04",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810870,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04925,12-Jul-19,,-,"2017-252276 27 Dec 2017 JP
",G06Q 50/28,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810869,,-,(PA) Pemeriksa Substantif,2019/04924,12-Jul-19,,-,"2017-252500 27 Dec 2017 JP
",G06Q 50/28,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810879,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04928,12-Jul-19,,-,"2017-250526 27 Dec 2017 JP
",B60R 21/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810871,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04926,12-Jul-19,,-,"2017-251798 27 Dec 2017 JP
",-,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810852,,-,(PA) Pemeriksa Substantif,2019/04981,12-Jul-19,,-,"JP 2017-248109 25 Dec 2017 JP
","G01R 31/36,H01M 10/44,H01M 10/48",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810900,,-,(PA) Pemeriksa Substantif,2019/04929,12-Jul-19,,-,"JP2017-248890 26 Dec 2017 JP
",H02K 1/27,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201810960,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05348,26-Jul-19,,-,"2018-001430 09 Jan 2018 JP
",H01M 10/36,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810937,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/04930,12-Jul-19,,-,"JP2017-251197 27 Dec 2017 JP
",B60P 3/34,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810938,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04931,12-Jul-19,,-,"JP 2017-251618 27 Dec 2017 JP
",H02J 7/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810939,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04954,12-Jul-19,,-,"JP 2017-249787 26 Dec 2017 JP
",F02D 45/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810941,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04956,12-Jul-19,,-,"JP 2017-253441 28 Dec 2017 JP
",H02J 7/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810979,,-,(PA) Ketua Kelompok Pemeriksa Substantif,2019/04955,12-Jul-19,,-,"2017-249769 26 Dec 2017 JP
","B01D 53/56,F01N 3/08",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810982,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/04957,12-Jul-19,,-,"2017-249587 26 Dec 2017 JP
",B60B 7/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810984,,-,(PA) Pemeriksa Substantif,2019/04958,12-Jul-19,,-,"JP2017-251716 27 Dec 2017 JP
",H02K 3/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201810985,,-,(PA) Pemeriksa Substantif,2019/04959,12-Jul-19,,-,"2017-255029 28 Dec 2017 JP
","B60J 5/00,E05B 49/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201811069,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05353,26-Jul-19,,-,"JP2018-151433 10 Aug 2018 JP
",H01F 1/053,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201811177,IDP000071413,,(PA) Diberi Paten,2019/01171,15-Feb-19,28-Dec-18,26-Jun-17,"JP 2016-129080 29 Jun 2016 JP
","C12N 15/10,C12Q 1/68",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201811179,,-,(PA) Pemeriksa Substantif,2019/05913,16-Aug-19,,-,"JP 2017-255130 29 Dec 2017 JP
","B60L 3/00,B60R 16/02,H02M 7/48",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201900135,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05778,9-Aug-19,,-,"2018-005891 17 Jan 2018 JP
","H01M 10/00,H01M 4/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900128,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05775,9-Aug-19,,-,"JP 2018-002058 10 Jan 2018 JP
",F02D 45/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900130,,-,(PA) Pelayanan Teknis,2019/05776,9-Aug-19,,-,"JP 2018-002759 11 Jan 2018 JP
","G01L 15/00,G01L 17/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900243,,-,(PA) Pelayanan Teknis,2019/05819,9-Aug-19,,-,"JP 2018-004509 15 Jan 2018 JP
","H02K 3/28,H02K 3/38,H02K 3/50",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201900284,,-,(PA) Pemeriksa Substantif,2019/05821,9-Aug-19,,-,"2018-005153 16 Jan 2018 JP
",B62D 25/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900283,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05820,9-Aug-19,,-,"JP2018-004032 15 Jan 2018 JP
",F01N 3/023,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900350,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05824,9-Aug-19,,-,"2018-004559 15 Jan 2018 JP
",F16H 61/12,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900385,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05827,9-Aug-19,,-,"JP 2018-005629 17 Jan 2018 JP
",F16J 15/32,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900386,,-,(PA) Pelayanan Teknis,2019/05828,9-Aug-19,,-,"JP 2018-006625 18 Jan 2018 JP
",G06N 5/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900397,,-,(PA) Pelayanan Teknis,2019/05830,9-Aug-19,,-,"JP2018-006626 18 Jan 2018 JP
",G06N 5/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900414,IDP000070086,,(PA) Diberi Paten,2019/01864,15-Mar-19,17-Jan-19,20-Jun-17,"2016-126060 24 Jun 2016 JP
",C09K 5/10,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900416,,-,(PA) Pelayanan Teknis,2019/05844,9-Aug-19,,-,"2018-007383 19 Jan 2018 JP
",B60R 25/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201900467,,-,(PA) Pemeriksa Substantif,2019/05846,9-Aug-19,,-,"2018-008303 22 Jan 2018 JP
","B29C 43/32,B29C 43/52",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201900526,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05850,9-Aug-19,,-,"2018-009858 24 Jan 2018 JP
",F28F 9/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900567,,-,(PA) Pemeriksa Substantif,2019/05834,9-Aug-19,,-,"JP 2018-010590 25 Jan 2018 JP
",B60W 10/00,TOYOTA JIDOSHA KABUSUIKI KAISHA
P00201900569,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05835,9-Aug-19,,-,"JP 2018-010322 25 Jan 2018 JP
",C23C 8/32,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900571,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05836,9-Aug-19,,-,"JP 2018-010021 24 Jan 2018 JP
","F16H 57/04,H02K 7/116,H02K 9/19","(1) TOYOTA JIDOSHA KABUSHIKI KAISHA
(2) AISIN AW CO., LTD."
P00201900612,,-,(PA) Pelayanan Teknis,2019/05838,9-Aug-19,,-,"JP2018-010495 25 Jan 2018 JP
",H02M 7/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900693,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/05841,9-Aug-19,,-,"2018-012675 29 Jan 2018 JP
",B60W 10/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900694,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/02150,29-Mar-19,,-,"JP 2016-129048 29 Jun 2016 JP
","C12N 15/09,C12Q 1/68",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900946,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/06546,6-Sep-19,,-,"JP 2018-016801 01 Feb 2018 JP
","B60K 1/00,B60K 11/04",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900950,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/06547,6-Sep-19,,-,"JP 2018-016778 01 Feb 2018 JP
",B60R 11/02,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201900951,,-,(PA) Pelayanan Teknis,2019/05843,9-Aug-19,,-,"2018-015367 31 Jan 2018 JP
","F16D 11/14,F16D 47/06,F16H 3/46",TOYOTA JIDOSHA KABUSHKI KAISHA
P00201900953,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/06548,6-Sep-19,,-,"JP2018-016779 01 Feb 2018 JP
","B60R 11/00,H02M 7/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
PID201900989,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/06562,6-Sep-19,,-,"2018-020271 07 Feb 2018 JP
","B60H 1/08,B60H 1/22",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201901003,,-,(PA) Pemeriksa Substantif,2019/06600,6-Sep-19,,-,"JP2018-018465 05 Feb 2018 JP
","G01C 21/20,G01C 21/34,H04W 4/00,H04W 4/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201901066,,-,(PA) Pemeriksa Substantif,2019/06605,6-Sep-19,,-,"JP 2018-019601 06 Feb 2018 JP
",H02M 3/155,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201901085,,-,(PA) Pemeriksa Substantif,2019/06606,6-Sep-19,,-,"2018-021016 08 Feb 2018 JP
","F02D 17/00,F02D 29/02,F02D 41/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201901095,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/06608,6-Sep-19,,-,"JP 2018-021636 09 Feb 2018 JP
",H01M 2/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201901216,,-,(PA) Pelayanan Teknis,2019/06612,6-Sep-19,,-,"JP 2018-023277 13 Feb 2018 JP
",F02D 21/08,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201901218,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2019/07488,18-Oct-19,,-,"JP2018-076170 11 Apr 2018 JP
",F01N 3/10,TOYOTA JIDOSHA KABUSHIKI KAISHA
